title,TMDB_ID,bechdel_pass,budget,revenue,primary_genre,popularity,year,language,runtime,TMDB_rating,votes,spoken_language,logbudget,logrevenue
Into the Storm,216282,pass,50000000,160602194,Action,45.013,2014,English Language,89,6,1654,en,17.72753356339242,18.894441020653858
Into the Woods,224141,pass,50000000,212902372,Fantasy,14.646,2014,English Language,125,5.8,3725,en,17.72753356339242,19.176344271182572
Into the Woods,224141,pass,50000000,212902372,Fantasy,14.646,2014,English Language,125,5.8,3725,en,17.72753356339242,19.176344271182572
It Follows,270303,pass,2000000,14674076,Horror,34.26,2015,English Language,101,6.6,4982,en,14.508657738524219,16.50159295747123
Jack Ryan: Shadow Recruit,137094,fail,60000000,135511030,Action,40.807,2014,English Language,105,6.1,2322,en,17.909855120186375,18.72456359718507
John Wick,245891,fail,20000000,88761661,Action,83.23,2014,English Language,101,7.4,15019,en,16.811242831518264,18.30146536923798
The Judge,205587,fail,50000000,83719388,Drama,24.496,2014,English Language,141,7.3,3287,en,17.72753356339242,18.242981145434133
Kingsman: The Secret Service,207703,pass,81000000,414351546,Crime,73.426,2014,English Language,129,7.6,13661,en,18.209959712636714,19.84222531639753
Laggies,244264,pass,5000000,2379154,Comedy,11.405,2014,English Language,100,6.1,975,en,15.424948470398375,14.682255520271125
The Last Five Years,206296,fail,3500000,292092,Comedy,8.892,2014,English Language,94,5.9,294,en,15.068273526459642,12.584824100119915
The Last: Naruto the Movie,317442,fail,1000000,16500000,Action,255.188,2014,Foreign Language,114,7.9,1082,ja,13.815510557964274,16.61887093887081
The Legend of Hercules,188207,fail,70000000,61279452,Action,16.766,2014,English Language,99,4.7,1087,en,18.064005800013632,17.930955140797877
The Lego Movie,137106,pass,60000000,469160692,Adventure,35.044,2014,English Language,100,7.4,6344,en,17.909855120186375,19.966455894593043
Let's Be Cops,193893,fail,17000000,136621271,Comedy,98.179,2014,English Language,104,6.4,2222,en,16.64872390202049,18.732723210401396
Leviathan,14372,pass,25000000,15704614,Adventure,10.382,1989,English Language,98,5.9,325,en,17.034386382832476,16.569465112493013
Lucy,240832,pass,40000000,458863600,Action,78.564,2014,English Language,89,6.4,13557,en,17.50439001207821,19.944263556105742
Magic in the Moonlight,229297,pass,16800000,51029361,Comedy,15.823,2014,English Language,98,6.5,1762,en,16.636889444373487,17.7479117309159
Maleficent,102651,pass,180000000,758539785,Fantasy,101.582,2014,English Language,97,7.1,11276,en,19.008467408854486,20.446905807585598
Maps to the Stars,157851,pass,15000000,1338365,Drama,10.689,2014,English Language,112,6.1,873,en,16.523560759066484,14.106959277685203
Margarita with a Straw,287499,pass,900000,1000000,Drama,4.546,2015,Foreign Language,100,7,60,hi,13.710150042306449,13.815510557964274
The Maze Runner,198663,fail,34000000,348319861,Action,203.425,2014,English Language,113,7.2,14040,en,17.341871082580436,19.668631756392095
Million Dollar Arm,198185,fail,25000000,38307627,Drama,10.434,2014,English Language,124,6.8,491,en,17.034386382832476,17.46115957270666
Mommy,265177,pass,4900000,3494070,Drama,13.563,2014,Foreign Language,138,8.3,2186,fr,15.404745763080856,15.066577803820044
Moms' Night Out,252680,pass,5000000,10429707,Comedy,22.274,2014,English Language,98,5.6,246,en,15.424948470398375,16.160168734540182
The Monuments Men,152760,fail,70000000,154984035,War,30.552,2014,English Language,118,6,2948,en,18.064005800013632,18.858832669578657
Muppets Most Wanted,145220,fail,50000000,80383290,Comedy,17.49,2014,English Language,112,6.3,664,en,17.72753356339242,18.20231687672744
My Old Lady,282296,pass,5000000,7527232,Romance,7.256,2014,English Language,107,6.2,208,en,15.424948470398375,15.834037935914461
Need for Speed,136797,fail,66000000,203277636,Action,83.398,2014,English Language,132,6.3,3422,en,18.0051652999907,19.130083267628752
Neighbors,195589,pass,18000000,270665134,Comedy,34.277,2014,English Language,97,6.2,5928,en,16.70588231586044,19.416392946880233
Night at the Museum: Secret of the Tomb,181533,fail,127000000,363204635,Adventure,41.585,2014,English Language,98,6.2,4838,en,18.659697644422867,19.71047696617386
Nightcrawler,242582,pass,8500000,50300000,Crime,53.466,2014,English Language,118,7.7,8504,en,15.955576721460545,17.733515635069967
No Good Deed,136835,pass,13200000,53830415,Crime,47.832,2014,English Language,83,6,509,en,16.3957273875566,17.801349199963116
Noah,86834,pass,125000000,362637473,Drama,36.443,2014,English Language,138,5.6,5173,en,18.643824295266576,19.70891419622933
Non-Stop,225574,pass,50000000,222809600,Action,15.032,2014,English Language,106,6.8,4401,en,17.72753356339242,19.221828153060418
Not Cool,292483,pass,800000,36026,Comedy,6.068,2014,English Language,93,3.5,81,en,13.592367006650065,10.491996178983504
The November Man,254904,fail,15000000,32556119,Crime,19.904,2014,English Language,108,6.1,1201,en,16.523560759066484,17.29847589666259
Oculus,157547,pass,5000000,44459951,Horror,20.778,2014,English Language,104,6.4,2357,en,15.424948470398375,17.61009936438546
The Other Woman,193610,pass,40000000,196781193,Comedy,31.258,2014,English Language,109,6.4,3011,en,17.50439001207821,19.097602973991506
Ouija,242512,pass,5000000,103590271,Horror,37.971,2014,English Language,89,5.1,2255,en,15.424948470398375,18.455953974113495
Outcast,289720,pass,25000000,5148503,Action,44.674,2014,English Language,98,5,356,en,17.034386382832476,15.454216550772761
Paddington,116149,pass,55000000,259207227,Comedy,42.629,2014,English Language,96,7.1,2736,en,17.822843743196746,19.373138403998144
Pane e burlesque,272731,pass,2000000,319180,Comedy,2.884,2014,Foreign Language,86,5.4,48,it,14.508657738524219,12.673510485953177
Paranormal Activity: The Marked Ones,227348,fail,5000000,86362372,Horror,45.462,2014,English Language,84,5.4,1118,en,15.424948470398375,18.274062629653326
Penguins of Madagascar,270946,fail,132000000,373552094,Family,87.445,2014,English Language,92,6.5,3281,en,18.698312480550644,19.738568028045652
Planes: Fire & Rescue,218836,fail,50000000,151165787,Animation,24.899,2014,English Language,83,6.1,633,en,17.72753356339242,18.8338877196503
Pompeii,76649,pass,100000000,117831631,Action,11.77,2014,English Language,105,5.5,2723,en,18.420680743952367,18.58476730756945
Predestination,206487,pass,5500000,4942449,SciFi,44.545,2014,English Language,97,7.4,5043,en,15.520258650202699,15.413371515309027
Project Almanac,227719,pass,12000000,33213241,SciFi,52.72,2015,English Language,106,6.6,2035,en,16.300417207752275,17.31845917967825
The Purge: Anarchy,238636,pass,9000000,111928365,Horror,53.85,2014,English Language,104,6.7,5360,en,16.012735135300492,18.533369626414885
Rio 2,172385,pass,103000000,500188435,Family,56.533,2014,English Language,101,6.5,2696,en,18.45023954619391,20.030495455388806
The Rover,157845,fail,12250000,2295423,Crime,34.979,2014,English Language,103,6.3,704,en,16.32103649495501,14.646427698218584
Sabotage,144336,pass,35000000,22126842,Action,31.198,2014,English Language,110,5.6,1117,en,17.37085861945369,16.912301999630113
Saint Seiya: Legend of Sanctuary,287590,fail,23000000,17150803,Action,56.004,2014,Foreign Language,93,6.4,504,ja,16.951004773893423,16.657555552637536
The Salvation,266285,fail,10500000,1363964,Drama,41.402,2014,Foreign Language,92,6.4,631,da,16.166885815127753,14.125905724075368
Selma,273895,pass,20000000,66787908,History,10.898,2014,English Language,127,7.4,1860,en,16.811242831518264,18.017032604157073
Seventh Son,68737,pass,95000000,114178613,Adventure,58.682,2014,English Language,102,5.5,2086,en,18.369387449564815,18.55327456094018
Sin City: A Dame to Kill For,189,fail,65000000,39407616,Crime,47.64,2014,English Language,102,6.4,3064,en,17.98989782785991,17.489469655080608
St. Vincent,239563,pass,13000000,54837234,Comedy,30.056,2014,English Language,102,7.1,1495,en,16.38045991542581,17.819879973749607
Step Up All In,243683,fail,45000000,86165646,Romance,25.201,2014,English Language,112,6.8,1683,en,17.622173047734595,18.27178211791337
Still Alice,284293,pass,5000000,43884652,Drama,12.564,2014,English Language,101,7.5,2546,en,15.424948470398375,17.597075204160348
Taken 3,260346,fail,48000000,325771424,Thriller,105.598,2014,English Language,109,6.2,4665,en,17.686711568872166,19.60170654003376
Tammy,226486,pass,20000000,100525432,Comedy,28.043,2014,English Language,97,5.3,1018,en,16.811242831518264,18.425921308176825
Teenage Mutant Ninja Turtles,98566,pass,125000000,477200000,SciFi,153.792,2014,English Language,101,5.9,5644,en,18.643824295266576,19.983446248188034
The Tempest,44638,pass,20000000,346594,Drama,12.393,2010,English Language,110,5.6,82,en,16.811242831518264,12.755909345092455
That Awkward Moment,225565,pass,8000000,45640143,Comedy,25.132,2014,English Language,94,6.2,2285,en,15.89495209964411,17.636298216169717
Thegidi,257423,fail,404000,1100000,Crime,1.307,2014,Foreign Language,122,7.1,18,ta,12.909170156943286,13.9108207377686
The Theory of Everything,266856,pass,15000000,123726688,Drama,24.133,2014,English Language,123,7.9,8970,en,16.523560759066484,18.633585561869392
This Is Where I Leave You,239678,fail,19800000,41296320,Drama,11.111,2014,English Language,103,6.6,1036,en,16.801192495664765,17.536283949845032
Transcendence,157353,fail,100000000,103039258,Thriller,15.774,2014,English Language,119,6,4545,en,18.420680743952367,18.450620619207434
Transformers: Age of Extinction,91314,pass,210000000,1104000000,SciFi,128.629,2014,English Language,165,5.9,6420,en,19.162618088681743,20.822205784801316
Unbroken,227306,fail,65000000,163442937,Drama,28.042,2014,English Language,137,7.5,3358,en,17.98989782785991,18.911974478209395
Under the Skin,97370,fail,13300000,5735963,Thriller,17.634,2014,English Language,108,6.1,2657,en,16.40327459319198,15.562266210752643
Unfriended,277685,pass,1000000,62882090,Horror,29.825,2015,English Language,82,5.5,2791,en,13.815510557964274,17.956771943446345
Vampire Academy,203739,pass,30000000,15391979,Comedy,20.51,2014,English Language,104,6.3,1503,en,17.216707939626428,16.54935708754158
Veronica Mars,177494,pass,6000000,3485127,Comedy,9.332,2014,English Language,107,6.6,904,en,15.60727002719233,15.064015043406602
What We Do in the Shadows,246741,fail,1600000,6263224,Comedy,14.892,2014,English Language,86,7.6,2654,en,14.28551418721001,15.650205626475513
When the Game Stands Tall,232679,fail,15000000,30127963,Drama,9.416,2014,English Language,115,6.6,271,en,16.523560759066484,17.22096430178485
While We're Young,252512,pass,10000000,17287309,Comedy,12.892,2015,English Language,97,5.9,861,en,16.11809565095832,16.66548320644871
Whiplash,244786,fail,3300000,13092000,Drama,42.94,2014,English Language,107,8.4,11607,en,15.009433026436708,16.38751191460321
Winter's Tale,137321,pass,60000000,30800231,Drama,16.326,2014,English Language,118,6.3,1116,en,17.909855120186375,17.243032747915677
Wish I Was Here,231576,pass,5500000,5483299,Drama,9.804,2014,English Language,107,6.6,596,en,15.520258650202699,15.517217485089766
The Woman in Black 2: Angel of Death,288158,pass,15000000,48854305,Thriller,20.306,2014,English Language,98,5.2,858,en,16.523560759066484,17.704353059489257
X-Men: Days of Future Past,127585,fail,250000000,747862775,Action,58.782,2014,English Language,132,7.5,12915,en,19.33697147582652,20.43273006322631
Yves Saint Laurent,245775,fail,12000000,21026290,Drama,9.519,2014,Foreign Language,106,6.7,690,fr,16.300417207752275,16.861284117470245
12 Years a Slave,76203,pass,20000000,187000000,Drama,22.692,2013,English Language,134,7.9,9307,en,16.811242831518264,19.04661917481886
2 Guns,136400,fail,61000000,131940411,Action,54.234,2013,English Language,109,6.5,3292,en,17.926384422137584,18.697860946806443
300 Worte Deutsch,309038,pass,2000000,276792,Comedy,3.205,2015,Foreign Language,92,5.9,28,de,14.508657738524219,12.531021600573885
42,109410,fail,40000000,95020213,Drama,24.054,2013,English Language,128,7.1,1406,en,17.50439001207821,18.36960019535388
47 Ronin,64686,fail,175000000,150962475,Drama,21.496,2013,English Language,119,6.1,3016,en,18.980296531887788,18.832541853961715
A Good Day to Die Hard,47964,fail,92000000,304654182,Action,61.405,2013,English Language,98,5.3,5375,en,18.337299135013314,19.534687861792527
A Haunted House,139038,pass,2500000,60141683,Comedy,75.748,2013,English Language,86,5.7,1348,en,14.73180128983843,17.912213719835453
About Time,122906,pass,12000000,87100449,Drama,36.426,2013,English Language,123,7.9,6553,en,16.300417207752275,18.282572596803703
Admission,144340,pass,13000000,18637201,Comedy,8.483,2013,English Language,107,5.6,506,en,16.38045991542581,16.74067019500223
After Earth,82700,fail,130000000,243843127,SciFi,54.388,2013,English Language,100,5.2,5602,en,18.683045008419857,19.312035654363267
Alan Partridge: Alpha Papa,177699,pass,4000000,9800000,Crime,10.816,2013,English Language,90,6.7,342,en,15.201804919084164,16.0978929436408
American Hustle,168672,pass,40000000,251171807,Drama,22.287,2013,English Language,138,6.8,6052,en,17.50439001207821,19.341647752979437
Anchorman 2: The Legend Continues,109443,pass,50000000,173649015,Comedy,23.048,2013,English Language,119,6.1,2004,en,17.72753356339242,18.97254666480887
August: Osage County,152737,pass,25000000,74188937,Comedy,11.856,2013,English Language,121,6.9,1163,en,17.034386382832476,18.1221255999865
Austenland,156711,pass,4900000,2159041,Comedy,8.305,2013,English Language,97,6.4,359,en,15.404745763080856,14.585174699589906
Bad Words,209403,fail,9500000,7800000,Comedy,10.745,2013,English Language,89,6.4,621,en,16.06680235657077,15.86963429165982
Baggage Claim,175528,pass,8500000,22456509,Comedy,9.805,2013,English Language,96,5.3,167,en,15.955576721460545,16.92709106331489
Beautiful Creatures,109491,pass,60000000,60052138,Fantasy,17.151,2013,English Language,124,6,2486,en,17.909855120186375,17.910723709520084
Before Midnight,132344,pass,3000000,11176469,Romance,12.819,2013,English Language,109,7.5,1728,en,14.914122846632385,16.229321143963272
Behind the Candelabra,119675,fail,23000000,15600000,Drama,10.419,2013,English Language,118,6.7,608,en,16.951004773893423,16.562781472219765
The Best Man Holiday,146304,pass,17000000,71625195,Comedy,10.759,2013,English Language,123,6.5,206,en,16.64872390202049,18.08695745550856
The Best Offer,152742,fail,13500000,19255873,Drama,14.416,2013,English Language,124,7.9,2318,en,16.41820024340866,16.77332666307639
The Big Wedding,87567,pass,35000000,21819348,Comedy,10.685,2013,English Language,90,5.9,956,en,17.37085861945369,16.898307657079496
The Bling Ring,96936,pass,15000000,19145732,Drama,13.331,2013,English Language,90,5.4,2667,en,16.523560759066484,16.7675903766886
Blue Is the Warmest Color,152584,pass,4300000,10165694,Romance,16.674,2013,Foreign Language,180,7.1,3670,fr,15.27412558066379,16.134529276201512
Blue Jasmine,160588,pass,18000000,99206215,Drama,15.333,2013,English Language,99,7,2845,en,16.70588231586044,18.412711221502274
Blue Ruin,188166,pass,420000,993313,Crime,7.717,2014,English Language,91,6.8,1139,en,12.948009990259552,13.808801099805311
The Call,158011,pass,13000000,68572378,Crime,43.963,2013,English Language,94,6.8,2392,en,16.38045991542581,18.04340035854838
Captain Phillips,109424,fail,55000000,218791811,Action,15.367,2013,English Language,134,7.6,5546,en,17.822843743196746,19.20363120093784
CBGB,111479,fail,5000000,40400,Drama,12.199,2013,English Language,101,6.3,108,en,15.424948470398375,10.606585063949241
Cloudy with a Chance of Meatballs 2,109451,pass,78000000,248384621,Animation,51.852,2013,English Language,95,6.4,2422,en,18.172219384653864,19.33048899386863
Concussion,321741,pass,35000000,50363790,Drama,17.013,2015,English Language,123,7.1,2079,en,17.37085861945369,17.73478302245005
The Conjuring,138843,pass,13000000,319494638,Horror,136.354,2013,English Language,112,7.5,8876,en,16.38045991542581,19.582251049168423
The Counselor,109091,pass,25000000,71009334,Thriller,16.501,2013,English Language,117,5.2,1462,en,17.034386382832476,18.078321891153585
The Croods,49519,pass,135000000,587204668,Animation,126.748,2013,English Language,98,6.9,5700,en,18.720785336402702,20.190883984824264
